Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
38,Chris Bosh,C,29,MIA,79,79,2531,7,13.6,0.516,1.1,3.1,0.339,5.9,10.5,0.569,3.2,3.9,0.82,1.4,6,7.4,1.2,1.1,1.1,1.8,2.7,18.2
39,Chris Carr,SG,26,BOS,35,0,309,6.2,13,0.473,2,4.3,0.459,4.2,8.7,0.48,5.4,7,0.767,1.3,3.8,5.1,1.3,0.5,0.3,2.2,5.2,19.7
40,Chris Carr,SG,22,MIN,55,10,830,5.4,11.8,0.461,1.3,3.8,0.352,4.1,7.9,0.514,2.4,3.2,0.767,1.3,3.6,4.9,2.1,1,0.4,1.6,4,14.6
41,Chris Childs,PG,33,TOR,26,0,550,2.7,7.4,0.372,0.8,2.7,0.286,2,4.6,0.423,1.4,1.6,0.84,0.7,3.5,4.2,7.8,1.4,0.5,3.8,5.4,7.7
42,Chris Childs,PG,33,NYK,51,5,1309,2.6,6.1,0.419,0.6,1.8,0.313,2,4.3,0.462,1.1,1.3,0.848,0.4,3.4,3.8,6.5,1,0.2,2.7,4.4,6.7
43,Chris Childs,PG,29,NYK,65,61,2076,3.7,8.8,0.414,1.2,3.1,0.387,2.4,5.7,0.429,2,2.6,0.758,0.4,2.9,3.3,6.9,1.4,0.2,3.1,3.7,10.5
44,Chris Childs,PG,33,TOT,77,5,1859,2.6,6.5,0.403,0.6,2.1,0.302,2,4.4,0.45,1.2,1.4,0.845,0.5,3.4,3.9,6.9,1.1,0.3,3,4.7,7
45,Chris Copeland,SF,29,IND,41,0,265,7.5,15.9,0.47,4.5,10.7,0.418,3,5.2,0.579,1.4,1.9,0.714,1,3.4,4.3,2.4,0.4,1,1.9,5.2,20.8
46,Chris Corchiani,PG,23,ORL,51,1,741,3.7,9.4,0.399,0.5,1.8,0.27,3.3,7.6,0.429,4.4,5.1,0.875,0.9,2.9,3.8,6.9,2.2,0.1,3.6,4.6,12.4
47,Chris Crawford,PF,25,ATL,47,22,901,4.9,10.8,0.452,0.2,0.9,0.273,4.6,9.9,0.468,2.7,3.3,0.819,1.1,3.3,4.4,1.5,0.8,0.6,2.5,4.7,12.7
48,Chris Douglas-Roberts,SF,27,CHA,49,8,1016,3.9,8.9,0.44,1.8,4.7,0.386,2.1,4.3,0.5,2.3,2.9,0.805,0.6,3.6,4.2,1.8,1,0.6,1.3,2.2,12
49,Chris Dudley,C,35,PHO,53,33,613,1.7,4.3,0.397,0,0,,1.7,4.3,0.397,0.8,2.1,0.389,3.8,7,10.7,1.1,0.8,1.7,1.5,6.5,4.2
50,Chris Dudley,C,31,POR,81,14,1840,2.5,5.7,0.43,0,0,,2.5,5.7,0.43,1.3,2.7,0.474,4,7.6,11.6,0.8,0.8,1.9,1.6,4.8,6.2
51,Chris Dudley,C,26,NJN,82,21,1902,3.6,8.9,0.403,0,0,,3.6,8.9,0.403,1.5,3.2,0.468,6.5,7.5,14,1.1,0.7,3.4,1.5,5.2,8.7
52,Chris Duhon,PG,25,CHI,66,18,1490,3.2,8.3,0.387,1.3,3.7,0.348,1.9,4.6,0.418,1.6,1.9,0.813,0.5,2.3,2.8,6.4,1.2,0,1.7,2.2,9.3
53,Chris Gatling,PF,29,DAL,44,1,1191,9.3,17.5,0.533,0,0.2,0.167,9.3,17.4,0.537,6.7,9.5,0.706,3.8,6.7,10.5,0.8,1.1,0.9,3.4,3.8,25.4
54,Chris Gatling,PF,29,TOT,47,1,1283,9.2,17.5,0.525,0,0.2,0.167,9.1,17.3,0.528,6.6,9.2,0.717,3.8,6.6,10.4,0.8,1.1,0.9,3.4,3.9,25
55,Chris Gatling,PF,24,GSW,54,1,612,6.9,12.1,0.568,0,0.2,0,6.9,11.9,0.579,4.2,6.4,0.661,4.4,6.3,10.7,0.9,1.8,2.1,2.6,5.9,18
56,Chris Gatling,PF,33,CLE,74,6,1670,7.1,15.8,0.449,0.6,2,0.304,6.5,13.8,0.47,3.4,4.9,0.684,2.1,6.3,8.4,1.3,1.1,0.6,2.6,4,18.2
57,Chris Herren,PG,25,BOS,25,7,408,2.6,8.5,0.302,1.4,4.9,0.291,1.1,3.6,0.317,0.8,1.1,0.75,0.4,1.5,1.9,4.9,1.2,0,1.8,3.8,7.3
58,Chris Johnson,SF,23,BOS,40,0,789,3.9,9.8,0.397,2,5.8,0.339,1.9,4,0.483,1.7,2,0.86,1.4,3,4.4,1.4,1.2,0.2,1,2.9,11.4
59,Chris Kaman,C,31,LAL,39,13,736,8.6,16.9,0.509,0,0.1,0,8.6,16.8,0.513,2.5,3.3,0.765,2.6,8.6,11.2,2.8,0.5,2,3.6,4.5,19.8
60,Chris Kaman,C,25,LAC,56,55,2083,5.8,12.1,0.483,0,0.1,0,5.8,12,0.486,3.5,4.6,0.762,3,9.3,12.3,1.8,0.6,2.7,2.8,3.1,15.2
61,Chris Mihm,C,28,LAL,23,5,278,4.1,12.3,0.337,0,0,,4.1,12.3,0.337,2.3,3.5,0.667,3.6,6.3,10,1.7,0.5,1.8,2.2,5.4,10.6
62,Chris Mihm,C,21,CLE,59,43,1166,5.3,12.1,0.442,0,0,0,5.3,12,0.444,3.1,3.9,0.794,3.3,5.4,8.6,0.5,0.6,1.6,2.5,4.8,13.8
63,Chris Mills,SF,27,CLE,80,79,3167,4.6,10.2,0.453,1,2.5,0.391,3.6,7.7,0.473,2,2.4,0.842,1.3,4.3,5.6,2.3,1,0.5,1.4,2.5,12.2
64,Chris Morris,SF,31,UTA,73,1,977,4.5,11,0.408,1.1,4.2,0.274,3.4,6.9,0.489,1.4,2,0.722,1.4,4.6,6,1.6,1.1,0.9,1.7,4.5,11.6
65,Chris Morris,SF,26,NJN,77,74,2394,5.2,10.9,0.477,0.3,1.7,0.2,4.9,9.3,0.526,2.5,3.5,0.714,3,4.4,7.4,3,1.9,1.2,2.6,3.2,13.2
66,Chris Mullin*,SF,37,GSW,20,8,374,3.5,10.2,0.34,1.8,5,0.365,1.6,5.2,0.315,2.3,2.7,0.857,1,3,3.9,1.8,1.5,1,1.8,2.7,11.1
67,Chris Mullin*,SF,33,GSW,79,63,2733,5.8,10.4,0.553,1.1,2.7,0.411,4.7,7.8,0.602,2.4,2.8,0.864,1,3.2,4.2,4.2,1.7,0.4,2.5,2,15.1
68,Chris Mullin*,SF,28,GSW,81,81,3346,8.9,17,0.524,0.7,1.9,0.366,8.2,15.2,0.544,3.8,4.5,0.833,1.4,3.5,4.8,3.1,1.9,0.7,2.2,1.8,22.3
69,Chris Paul,PG,28,LAC,62,62,2171,6.7,14.4,0.467,1.3,3.5,0.368,5.4,10.9,0.498,4.9,5.7,0.855,0.6,3.8,4.4,11,2.6,0.1,2.4,2.6,19.6
70,Chris Paul,PG,22,NOH,80,80,3006,7.5,15.5,0.488,1.1,3,0.369,6.4,12.5,0.516,4,4.7,0.851,0.7,3.1,3.8,11.1,2.6,0,2.4,2.2,20.2
71,Chris Porter,SF,22,GSW,51,35,1147,5.4,14,0.389,0,0.2,0,5.4,13.8,0.393,3,4.4,0.667,2.8,3.1,5.9,1.9,1.4,0.2,1.9,3.5,13.8
72,Chris Quinn,PG,24,MIA,60,25,1340,4.2,10,0.424,1.7,4.3,0.403,2.5,5.7,0.439,2.3,2.6,0.867,0.3,2.9,3.2,4.8,1.2,0.1,1.5,2.4,12.5
73,Chris Richard,C,23,MIN,52,3,556,2.7,5.6,0.471,0,0,,2.7,5.6,0.471,1,1.7,0.593,3.4,5.4,8.7,1.2,0.6,0.8,1.6,5.4,6.3
74,Chris Robinson,SG,22,VAN,41,6,681,3.6,9.6,0.379,1.8,4.7,0.382,1.9,4.9,0.376,0.8,1.4,0.615,1.2,2.5,3.8,3.4,1.5,0.5,1.8,4.5,9.9
75,Chris Singleton,SF,24,WAS,25,0,250,3.6,9.6,0.373,1,2.7,0.368,2.6,6.9,0.375,2.6,3.6,0.72,2.6,5.3,7.9,0.9,1.3,0.4,2.4,3.6,10.8
76,Chris Webber,PF,27,SAC,70,70,2836,10,20.8,0.481,0,0.4,0.071,10,20.4,0.488,4.1,5.9,0.703,2.3,7.6,9.9,3.7,1.2,1.5,2.5,2.9,24.1
77,Chris Webber,PF,23,WSB,72,72,2806,7.7,15,0.518,0.8,1.9,0.397,7,13,0.535,2.3,4,0.565,3.1,6.5,9.5,4.2,1.6,1.8,3,3.3,18.5
78,Chris Whitney,PG,29,WAS,59,31,1532,4.3,11,0.387,2.2,5.8,0.375,2.1,5.2,0.401,2.4,2.7,0.894,0.3,2.2,2.5,5.8,1.3,0.1,2.4,3.5,13.1
79,Chris Whitney,PG,25,WSB,82,1,1117,4.5,10.6,0.421,1.9,5.3,0.356,2.6,5.4,0.485,3,3.6,0.832,0.4,2.9,3.4,5.9,1.6,0.1,2.2,3.2,13.9
80,Chris Wilcox,PF,25,SEA,62,55,1739,6.9,13.2,0.524,0,0.1,0,6.9,13.1,0.526,3.3,5.1,0.645,2.6,6.4,9,1.5,1,0.7,2.1,3.6,17.1
81,Christian Laettner,PF,31,WAS,25,13,733,5.5,11.2,0.491,0.1,0.5,0.3,5.4,10.7,0.5,5.1,6,0.844,2.1,5.4,7.5,2.8,1.5,0.9,3.3,4.1,16.2
82,Christian Laettner,C,31,DAL,53,35,930,6.4,12.5,0.511,0,0.1,0.333,6.3,12.4,0.513,2.6,3.2,0.817,2.9,5.3,8.2,2.6,1.5,1,2.7,6.2,15.4
83,Christian Laettner,C-PF,31,TOT,78,48,1663,6,11.9,0.503,0.1,0.3,0.308,5.9,11.6,0.507,3.7,4.4,0.833,2.6,5.3,7.9,2.7,1.5,1,3,5.2,15.8
84,Christian Laettner,PF,27,ATL,82,82,3140,6.3,12.9,0.486,0.4,1,0.352,5.9,11.9,0.497,4.1,5,0.816,2.4,5.8,8.3,2.6,1.2,0.7,2.5,3.2,17
85,Chuck Hayes,C,30,TOT,61,1,754,2.7,6.2,0.431,0,0,0,2.7,6.2,0.434,1,1.2,0.8,3.3,6.7,10,1.7,1.6,0.6,1.6,4.5,6.3
86,Chuck Hayes,PF,24,HOU,79,44,1575,2.6,5.1,0.511,0,0.1,0,2.6,5,0.518,0.3,0.5,0.458,3,6.7,9.8,2.1,1.9,1,1.4,4.8,5.4
87,Chuck Person,SF,27,IND,81,81,2923,7.6,15.8,0.48,1.6,4.4,0.373,6,11.5,0.52,1.6,2.4,0.675,1.4,3.8,5.2,4.7,0.8,0.2,2.7,3,18.4
88,Chucky Atkins,SG,33,DEN,24,0,352,4.3,12.5,0.344,2.6,8.1,0.316,1.7,4.4,0.395,0.4,0.9,0.444,0.3,2.9,3.2,4.8,0.9,0.1,1,2.8,11.6
89,Chucky Atkins,PG,26,DET,81,75,2363,5.8,14.5,0.399,1.8,5.2,0.357,3.9,9.3,0.423,1.4,2,0.692,0.4,2.2,2.6,5,1,0.1,2.3,2.8,14.8
90,Chucky Brown,SF,32,CLE,20,2,265,4.2,10.2,0.413,0,0.1,0,4.2,10.1,0.419,2.2,3.3,0.667,0.7,4.2,4.9,0.8,0.8,0.8,0.8,3.7,10.6
91,Chucky Brown,SF,32,TOT,26,2,339,4.2,10.1,0.421,0,0.3,0,4.2,9.8,0.435,2.3,3.6,0.647,0.8,4.9,5.7,1.2,1,0.7,0.8,3.9,10.8
92,Chucky Brown,SF,23,LAL,36,2,381,5.2,11.1,0.466,0,0.3,0,5.2,10.9,0.478,2.4,3.9,0.61,2.7,4.4,7.2,2.2,0.9,0.7,2.6,3.9,12.8
93,Chucky Brown,SF,23,TOT,42,2,431,5,10.7,0.469,0,0.3,0,5,10.4,0.48,2.5,4.1,0.612,2.6,4.3,6.8,2.2,1,0.6,2.4,4,12.5
94,Chucky Brown,SF,28,MIL,60,1,674,3.5,6.8,0.508,0.1,0.3,0.167,3.4,6.5,0.525,2.1,3.2,0.661,2,5,7.1,1.3,0.5,1.1,0.8,4.6,9.1
95,Chucky Brown,SF,28,TOT,70,1,757,3.7,7.3,0.506,0,0.3,0.167,3.7,7,0.52,2.2,3.3,0.671,1.9,5.1,7,1.3,0.4,1,0.9,4.8,9.7
96,Clarence Weatherspoon,PF,30,CLE,82,82,2774,4.5,9,0.501,0,0,,4.5,9,0.501,3,3.8,0.79,2.9,7.4,10.3,1.3,1.1,1.4,1.5,2.2,12
97,Clarence Weatherspoon,SF,26,PHI,82,82,2949,4.9,9.9,0.491,0,0.1,0.167,4.8,9.8,0.493,2.5,3.4,0.738,2.7,5.6,8.3,1.7,0.9,1,1.7,2.3,12.2
98,Cliff Levingston,PF,31,CHI,79,0,1020,4.4,8.9,0.498,0,0.2,0.167,4.4,8.6,0.506,2.1,3.4,0.625,3.8,4.2,8,2.3,1,1.6,1.5,4.7,11
99,Clifford Robinson,SF,30,POR,81,79,3077,5.2,12.2,0.426,1.4,4.1,0.346,3.8,8.1,0.466,2.5,3.6,0.696,1.1,2.7,3.8,3.1,1.2,0.8,2,2.9,14.3
100,Clifford Robinson,PF,34,PHO,82,82,2751,6.6,15.5,0.422,1.2,3.3,0.361,5.4,12.3,0.439,3.3,4.7,0.709,1.4,3,4.4,3.1,1.1,1.1,2.4,3.4,17.6
101,Clifford Robinson,SF,25,POR,82,7,2124,6.7,14.5,0.466,0,0.2,0.091,6.7,14.3,0.471,3.7,5.6,0.664,2.4,4.7,7.1,2.3,1.4,1.8,2.6,4.6,17.2
102,Clifford Rozier,C,24,TOR,41,29,732,3.9,8.5,0.457,0,0.1,0,3.9,8.4,0.462,1.5,3,0.508,5,6.5,11.5,1.5,1.2,2.2,1.4,4.8,9.3
103,Clifford Rozier,C,24,TOT,42,29,737,3.9,8.5,0.454,0,0.1,0,3.9,8.4,0.459,1.5,3,0.508,5,6.4,11.4,1.5,1.2,2.1,1.4,4.7,9.2
104,Clyde Drexler*,SG,34,HOU,62,62,2271,6.3,14.3,0.442,1.9,5.3,0.355,4.4,8.9,0.493,3.2,4.2,0.75,1.9,4,5.9,5.6,1.9,0.6,2.5,2.4,17.7
105,Clyde Drexler*,SG,29,POR,76,76,2751,9.1,19.3,0.47,1.5,4.4,0.337,7.6,14.9,0.51,5.2,6.6,0.794,2.2,4.4,6.5,6.7,1.8,0.9,3.1,3,24.9
106,Cody Zeller,C,21,CHA,82,3,1416,4.4,10.3,0.426,0,0,0,4.4,10.2,0.427,3.7,5.1,0.73,3,6,9,2.3,1,1,2.2,4.3,12.5
107,Cole Aldrich,C,25,NYK,46,2,330,3.6,6.7,0.541,0,0,,3.6,6.7,0.541,2.8,3.3,0.867,4,10,14.1,1.5,0.9,3.3,2,4.4,10
108,Corey Benjamin,PG,22,CHI,65,5,857,4.8,12.7,0.381,0.9,3.4,0.259,3.9,9.3,0.425,2.4,3.5,0.675,1.6,2.6,4.2,2.9,1.2,0.7,2.6,5.4,12.9
109,Corey Brewer,SF,21,MIN,79,35,1803,3.6,9.7,0.374,0.1,0.7,0.194,3.5,9,0.389,1.8,2.2,0.8,1.6,4.2,5.8,2.2,1.5,0.5,1.8,3.8,9.2
110,Corey Brewer,SF,27,MIN,81,81,2609,5.4,11.1,0.481,0.8,2.9,0.28,4.5,8.2,0.552,2.2,3.1,0.718,0.9,2,2.9,1.9,2.1,0.4,1.4,2.9,13.8
111,Corey Crowder,SF,22,UTA,51,0,328,4.7,12.3,0.384,1.4,3.3,0.433,3.3,9,0.366,1.6,2,0.833,1.8,2.7,4.5,1.9,0.8,0.2,1.4,3.8,12.5
112,Corey Maggette,SF,21,LAC,69,9,1359,6,12.9,0.462,0.5,1.5,0.304,5.5,11.4,0.483,5.9,7.6,0.774,2.3,5.4,7.7,2.2,0.9,0.2,2.8,3.7,18.3
113,Corey Maggette,SF,28,LAC,70,65,2502,6.6,14.4,0.458,1.1,2.9,0.384,5.5,11.5,0.477,8,9.8,0.812,1.1,4.5,5.7,2.7,1,0.1,2.8,3,22.3
114,Corie Blount,PF,32,PHO,30,6,387,2.1,4.4,0.489,0,0,,2.1,4.4,0.489,0.7,1.4,0.533,3.3,4.7,7.9,0.7,1.2,0.5,1.7,7,5
115,Corie Blount,PF,32,GSW,38,0,918,4.2,9.7,0.433,0.1,0.3,0.25,4.1,9.4,0.439,1.7,2.7,0.632,5.7,6.6,12.4,2,1.1,0.7,2.2,3.5,10.2
116,Corie Blount,PF,28,LAL,58,18,1009,3.3,6.4,0.514,0,0.1,0.333,3.2,6.3,0.517,2,3,0.675,4,5.8,9.8,1.2,0.8,0.9,1.8,4.3,8.6
117,Corie Blount,PF,32,TOT,68,6,1305,3.6,8.1,0.442,0.1,0.2,0.25,3.5,7.9,0.448,1.4,2.3,0.614,5,6,11,1.6,1.2,0.6,2,4.6,8.6
118,Corliss Williamson,SF,27,DET,27,9,800,7.7,14.5,0.534,0,0,,7.7,14.5,0.534,3,4.8,0.626,2.4,5.2,7.6,1.3,1.6,0.4,2,3.9,18.5
119,Corliss Williamson,SF,27,TOR,42,31,886,6.2,13.2,0.471,0,0.1,0,6.2,13.1,0.474,3.4,5.3,0.646,2.3,3.9,6.2,1.3,0.6,0.5,2.6,4,15.8
120,Corliss Williamson,SF,27,TOT,69,40,1686,6.9,13.8,0.502,0,0,0,6.9,13.8,0.504,3.2,5.1,0.637,2.3,4.5,6.9,1.3,1.1,0.4,2.3,4,17.1
121,Corliss Williamson,SF,23,SAC,79,31,1992,6.7,13.5,0.498,0,0.1,0,6.7,13.4,0.5,3.1,4.5,0.689,2.5,3.4,5.9,2.2,1.1,0.9,2.8,4.8,16.5
122,Cory Alexander,PG,27,ORL,26,0,227,2.9,8.9,0.321,0.6,2.5,0.25,2.2,6.3,0.35,1.9,2.9,0.667,0,4,4,5.7,2.5,0,4,4.6,8.2
123,Cory Alexander,PG,23,SAS,80,6,1454,4.8,12.1,0.396,2.3,6.2,0.373,2.5,5.9,0.42,2.4,3.2,0.736,0.7,2.3,3,6.3,2,0.4,3.6,3.7,14.3
124,Cory Joseph,SG,22,SAS,68,19,936,4.8,10.2,0.475,0.5,1.5,0.316,4.4,8.7,0.502,3,3.7,0.823,1.2,2.9,4.1,4.4,1.3,0.5,1.7,3.2,13.2
125,Courtney Alexander,PG,23,WAS,27,18,910,7,15.6,0.448,0.6,1.4,0.389,6.4,14.2,0.454,3.6,4.2,0.857,0.9,2.3,3.2,1.6,1.1,0.1,2.1,2.5,18.1
126,Courtney Alexander,PG,23,DAL,38,6,472,4.7,13.6,0.348,0.2,0.8,0.3,4.5,12.8,0.351,2.5,3.4,0.733,1.5,3.3,4.8,1.6,1.2,0.2,1.6,5.8,12.2
127,Courtney Alexander,PG,23,TOT,65,24,1382,6.2,14.9,0.417,0.4,1.2,0.37,5.8,13.7,0.421,3.2,3.9,0.82,1.1,2.6,3.7,1.6,1.2,0.1,2,3.6,16.1
128,Courtney Lee,SG,28,TOT,79,47,1973,5.4,11.2,0.48,1.3,3.5,0.371,4.1,7.7,0.531,1.8,2,0.884,0.5,2.9,3.4,2.1,1.2,0.5,1.3,2.3,13.9
129,Craig Ehlo,SG,35,SEA,62,0,848,3.7,10.5,0.351,1.1,4,0.284,2.5,6.5,0.392,0.6,1.1,0.5,1.7,3,4.7,2.9,1.5,0.2,1.9,3,9.1
130,Craig Ehlo,SG,30,CLE,63,62,2016,5.5,12.2,0.453,1.2,3,0.413,4.3,9.2,0.466,1.6,2.2,0.707,1.7,3.8,5.5,4.2,1.4,0.4,1.9,2.7,13.9
131,Craig Hodges,SG,31,CHI,56,2,555,6,15.7,0.384,2.3,6.2,0.375,3.7,9.5,0.39,1,1.1,0.941,0.5,1.1,1.6,3.5,0.9,0.1,1.4,2.1,15.4
132,Craig Smith,PF,24,MIN,77,11,1547,6.9,12.3,0.563,0,0.2,0,6.9,12.1,0.572,3.1,4.7,0.665,2.9,5.4,8.2,1.4,0.8,0.4,2.1,5,16.9
133,Cuttino Mobley,SG,32,LAC,77,38,2702,5,11.6,0.433,0.9,2.6,0.349,4.1,9,0.457,2.2,2.7,0.819,0.7,3,3.7,2.7,1,0.5,1.6,2,13.1
134,Cuttino Mobley,SG,25,HOU,79,49,3002,6.3,14.6,0.434,1.1,3,0.357,5.2,11.5,0.454,4.7,5.7,0.831,1,3.8,4.8,2.3,1,0.3,2,2,18.4
135,D.J. Augustin,PG,26,TOT,71,9,1939,5.5,13.3,0.415,2.5,6.2,0.401,3.1,7.2,0.427,3.7,4.2,0.885,0.3,2.1,2.4,5.8,1,0.1,2.3,2.7,17.3
136,D.J. Strawberry,SG,22,PHO,33,0,270,3.9,12.3,0.315,0.8,3.3,0.24,3.1,8.9,0.343,1.2,2.5,0.474,1.2,2.5,3.7,4,1.6,0.8,1.5,4.8,9.7
137,Daequan Cook,SG,20,MIA,59,19,1441,4.9,12.8,0.381,2,5.9,0.332,2.9,6.9,0.424,1.2,1.4,0.825,0.5,3.9,4.4,1.9,0.6,0.2,1.6,3.9,12.9
138,Dahntay Jones,SG,27,SAC,25,0,206,4,9.3,0.434,0.2,1,0.167,3.8,8.2,0.468,5.9,8.9,0.667,1.2,4.9,6.1,2.1,1.4,1,1.7,4.9,14.2
139,Dale Davis,PF,22,IND,64,23,1301,4.3,7.7,0.552,0,0,0,4.3,7.7,0.554,2.4,4.2,0.572,4.4,7,11.3,0.8,0.7,2,1.4,5.3,10.9
140,Dale Davis,PF,27,IND,80,76,2589,5.1,9.6,0.538,0,0,,5.1,9.6,0.538,1.3,3,0.428,4.2,6.5,10.7,0.8,0.8,1.1,1.5,3.2,11.6
141,Dale Davis,C,31,POR,81,43,2162,4,8.1,0.497,0,0.1,0,4,8,0.501,1.6,2.5,0.632,3.9,6.2,10.1,1.7,0.7,1.3,1.1,3.3,9.7
142,Dale Ellis,SF,31,MIL,81,11,2191,8,17,0.469,2.3,5.4,0.419,5.7,11.6,0.492,2.7,3.5,0.774,1.5,2.6,4.2,1.7,0.9,0.3,2,2.5,20.9
143,Dale Ellis,SF,36,DEN,82,51,2940,5.8,14.1,0.414,2.4,6.5,0.364,3.5,7.6,0.457,2.6,3.2,0.817,1.2,2.4,3.6,2,0.7,0.1,1.8,2.2,16.7
144,Dalibor Bagaric,C,20,CHI,35,0,259,2.4,9,0.262,0,0.1,0,2.4,8.9,0.266,1.8,3.9,0.464,3.1,4.7,7.8,1.4,1.3,2.2,2.9,6.1,6.5
145,Damian Lillard,PG,23,POR,82,82,2937,6.8,16,0.424,2.7,6.8,0.394,4.1,9.2,0.447,4.5,5.2,0.871,0.4,3.1,3.5,5.6,0.8,0.3,2.4,2.4,20.8
146,Damien Wilkins,SF,28,SEA,76,31,1843,5.3,13.1,0.403,1,3,0.323,4.3,10.1,0.427,2.1,2.8,0.736,1.4,3.4,4.8,2.9,1.2,0.4,1.7,2.5,13.6
147,Damon Jones,SG,31,CLE,67,3,1336,4.1,9.8,0.416,3.1,7.4,0.417,1,2.3,0.414,0.5,0.8,0.714,0.1,1.8,1.9,3.4,0.5,0,1,1.8,11.8
148,Damon Jones,PG,24,VAN,71,10,1415,4.3,10.6,0.409,2.1,5.9,0.364,2.2,4.7,0.465,0.9,1.3,0.712,0.4,2.7,3.2,5.7,0.9,0,1.9,1.5,11.7
149,Damon Stoudamire,PG,34,MEM,29,29,624,4.4,11.2,0.397,2.1,5.4,0.383,2.4,5.8,0.41,1.2,1.5,0.808,0.8,3.3,4.1,6.5,1.1,0,2.9,2.7,12.2
150,Damon Stoudamire,PG,34,SAS,31,4,413,3.7,12.5,0.301,1.2,4.8,0.255,2.5,7.7,0.33,0.5,0.7,0.75,0.5,3.6,4.1,4.6,1,0.2,2.6,2.6,9.2
151,Damon Stoudamire,PG,34,TOT,60,33,1037,4.2,11.7,0.356,1.7,5.2,0.336,2.4,6.5,0.372,0.9,1.2,0.794,0.7,3.4,4.1,5.7,1,0.1,2.8,2.6,11
152,Damon Stoudamire,PG,23,TOR,81,81,3311,6.1,15.3,0.401,1.9,5.4,0.355,4.2,9.9,0.426,3.6,4.4,0.823,0.9,2.7,3.6,7.7,1.3,0.1,3.1,1.8,17.8
153,Damon Stoudamire,PG,27,POR,82,82,2655,5.5,12.7,0.434,1.1,3,0.374,4.4,9.7,0.453,2.3,2.8,0.831,0.9,3.2,4.1,6.3,1.4,0.1,2.6,2.7,14.5
154,Dan Dickau,PG,29,LAC,67,8,1040,4.3,10.2,0.419,1.2,3.7,0.333,3,6.5,0.468,2.4,2.8,0.829,0.5,2.9,3.4,6,1.1,0.1,1.9,3.7,12.2
155,Dan Gadzuric,C,29,MIL,51,4,534,4.3,10.4,0.416,0,0.1,0,4.3,10.3,0.418,2.2,4.2,0.524,4.5,5.2,9.7,0.7,1.3,1.6,2.3,5.6,10.9
156,Dan Langhi,SF,23,HOU,33,0,241,5.5,14.8,0.374,0,0.1,0,5.5,14.6,0.378,2.4,4.3,0.552,1.9,4.2,6.1,0.6,1,0.1,1.2,2.4,13.4
157,Dan Majerle,SF,31,MIA,36,26,1264,4,9.9,0.406,1.9,5.7,0.338,2.1,4.2,0.5,1.1,1.7,0.678,1.3,3.3,4.6,3.3,1.5,0.4,1.4,2.1,11.1
158,Dan Majerle,SG,35,MIA,53,19,1306,2.4,7.1,0.336,1.6,5,0.315,0.8,2.2,0.385,1,1.2,0.818,0.6,4,4.6,2.4,1.5,0.4,1,2.7,7.4
159,Dan Majerle,SF,26,PHO,82,15,2853,7,14.5,0.478,1.1,2.9,0.382,5.9,11.7,0.502,2.9,3.8,0.756,1.9,4.2,6.1,3.5,1.7,0.5,1.3,2,17.9
160,Dana Barros,PG,29,BOS,24,8,708,5.6,12.9,0.435,2.2,5.3,0.41,3.4,7.5,0.453,1.9,2.2,0.86,0.3,2.2,2.4,4.1,1.3,0.3,2,1.7,15.3
161,Dana Barros,PG,33,DET,60,0,1079,6.1,13.7,0.444,1.5,3.5,0.419,4.6,10.2,0.453,2.3,2.7,0.85,0.2,2.9,3.1,3.7,1,0.1,2,2.1,15.9
162,Dana Barros,PG,24,SEA,75,1,1331,6.4,13.3,0.483,2.2,5,0.446,4.2,8.3,0.505,1.6,2.1,0.759,0.5,1.7,2.2,3.4,1.4,0.1,1.5,2.3,16.7
163,Daniel Gibson,PG,21,CLE,58,26,1765,4.1,9.5,0.432,2.4,5.5,0.44,1.7,4,0.421,1.7,2.1,0.81,0.6,2.1,2.7,3,1,0.3,1.6,3.3,12.3
164,Daniel Orton,C,23,PHI,22,4,251,3,6.7,0.447,0,0,,3,6.7,0.447,3.3,4.3,0.767,2.3,6.5,8.7,2.2,0.9,2.3,2.6,5.5,9.3
165,Daniel Santiago,C,24,PHO,54,2,581,4,8.3,0.478,0,0,,4,8.3,0.478,2.6,3.8,0.689,2.2,4.2,6.3,0.7,1.1,1.3,2.9,6.3,10.5
166,Danny Ainge,SG,32,POR,81,6,1595,6.7,15.3,0.442,1.8,5.2,0.339,5,10.1,0.496,2.4,3,0.824,0.9,2.4,3.3,4.6,1.6,0.3,1.6,3.3,17.7
167,Danny Ferry,PF,25,CLE,68,1,937,5.1,12.6,0.409,0.7,1.8,0.354,4.5,10.8,0.418,2.3,2.8,0.836,2,6.1,8.2,2.9,0.8,0.6,1.8,5.2,13.3
168,Danny Ferry,SF,34,SAS,80,29,1688,3.8,8,0.475,1.5,3.3,0.449,2.3,4.7,0.493,0.5,0.6,0.733,1.2,3.6,4.8,1.5,0.6,0.4,1.1,3.6,9.6
169,Danny Ferry,PF,30,CLE,82,48,2633,4.7,10.9,0.429,1.6,3.9,0.401,3.1,7,0.445,1,1.2,0.851,1.1,3.5,4.6,2.1,0.8,0.4,1.3,3.3,11.9
